"year","county","crop_category","crop_type","area_in_ha","volume_in_mt","value_in_million_ksh"
2016,"Embu","Fruits","Pawpaws",8,72,"1000000"
2016,"Baringo","Fruits","Pawpaws",186,2135,"35106667"
2016,"Homabay","Fruits","Pawpaws",167,2054,"71753120"
2016,"Siaya","Fruits","Pawpaws",121,1104,"42520000"
2016,"West Pokot","Fruits","Pawpaws",266,1824,"54766000"
2016,"Tana River","Fruits","Pawpaws",229,2740,"52300000"
2016,"Others","Fruits","Pawpaws",1433,15367,"429840849"
2016,"Kiambu","Fruits","Pears",140,1696,"57120000"
2016,"Narok","Fruits","Pears",14,138,"3660000"
2016,"Nakuru","Fruits","Pears",34,288,"35752000"
2016,"Nyandarua","Fruits","Pears",21,63,"1428000"
2016,"Elgeyo Marakwet","Fruits","Pears",12,35,"1016241"
2016,"Murang'a","Fruits","Pears",6,65,"1203007"
2016,"Baringo","Fruits","Pears",7,18,"875000"
2016,"Uasin Gishu","Fruits","Pears",2,6,"120000"
2016,"Trans Nzoia","Fruits","Pears",1,10,"100000"
2016,"Laikipia","Fruits","Pears",1,8,"130000"
2016,"Murang'a","Fruits","Pineapples",3507,161855,"4693795000"
2016,"Kiambu","Fruits","Pineapples",1326,58680,"1825218000"
2016,"Homabay","Fruits","Pineapples",851,25957,"1663712000"
2016,"Kericho","Fruits","Pineapples",1242,72990,"1095220000"
2016,"Machakos","Fruits","Pineapples",400,21000,"565000000"
2016,"Migori","Fruits","Pineapples",421,15665,"362035034"
2016,"Kilifi","Fruits","Pineapples",215,2925,"133532800"
2016,"Nyamira","Fruits","Pineapples",102,1350,"79780000"
2016,"Kwale","Fruits","Pineapples",27,285,"16630000"
2016,"Busia","Fruits","Pineapples",75,1898,"75850000"
2016,"Bomet","Fruits","Pineapples",67,3092,"57843000"
2016,"Nandi","Fruits","Pineapples",109,2599,"64579000"
2016,"Kisii","Fruits","Pineapples",64,1651,"58200067"
2016,"Siaya","Fruits","Pineapples",50,500,"29000000"
2016,"Tharaka Nithi","Fruits","Pineapples",48,730,"29000000"
2016,"Others","Fruits","Pineapples",452,5636,"190102961"
2016,"Kiambu","Fruits","Plums",41,318,"12440000"
2016,"Nyandarua","Fruits","Plums",59,812,"5665400"
2016,"Narok","Fruits","Plums",28,191,"5000000"
2016,"Nakuru","Fruits","Plums",46,509,"5110001"
2016,"Taita Taveta","Fruits","Plums",6,60,"600000"
2016,"Baringo","Fruits","Plums",10,25,"1250000"
2016,"Elgeyo Marakwet","Fruits","Plums",16,23,"835000"
2016,"Murang'a","Fruits","Plums",6,14,"59105"
2016,"Trans Nzoia","Fruits","Plums",1,10,"100000"
2016,"Uasin Gishu","Fruits","Plums",2,8,"381"
2016,"West Pokot","Fruits","Plums",1,1,"5000"
2016,"Bomet","African Leafy Vegetables","Pumpkin Fruits",30,812,"29002500"
2016,"Kirinyaga","African Leafy Vegetables","Pumpkin Fruits",54,1188,"38811024"
2016,"Siaya","African Leafy Vegetables","Pumpkin Fruits",30,900,"45000000"
2016,"Baringo","African Leafy Vegetables","Pumpkin Fruits",65,1950,"56553000"
2016,"Migori","African Leafy Vegetables","Pumpkin Fruits",73,1122,"42554000"
2016,"Kakamega","African Leafy Vegetables","Pumpkin Fruits",55,2384,"47582000"
2016,"Meru","African Leafy Vegetables","Pumpkin Fruits",63,490,"16300000"
2016,"Bungoma","African Leafy Vegetables","Pumpkin Fruits",38,420,"13700000"
2016,"Homabay","African Leafy Vegetables","Pumpkin Fruits",171,659,"27460000"
2016,"Elgeyo Marakwet","African Leafy Vegetables","Pumpkin Fruits",40,749,"18138000"
2016,"Kisii","African Leafy Vegetables","Pumpkin Fruits",19,225,"6005000"
2016,"Murang'a","African Leafy Vegetables","Pumpkin Fruits",31,621,"31923750"
2016,"Machakos","African Leafy Vegetables","Pumpkin Fruits",70,205,"8985000"
2016,"Taita Taveta","African Leafy Vegetables","Pumpkin Fruits",20,380,"7003000"
2016,"Kericho","African Leafy Vegetables","Pumpkin Fruits",33,480,"12900000"
2016,"Kitui","African Leafy Vegetables","Pumpkin Fruits",72,522,"13958000"
2016,"Others","African Leafy Vegetables","Pumpkin Fruits",301,3243,"95892220"
2016,"Kisii","African Leafy Vegetables","Pumpkin Leaves",146,1890,"45560000"
2016,"Bungoma","African Leafy Vegetables","Pumpkin Leaves",41,278,"5758000"
2016,"Kakamega","African Leafy Vegetables","Pumpkin Leaves",18,235,"6617500"
2016,"Kisumu","African Leafy Vegetables","Pumpkin Leaves",30,240,"7240000"
2016,"Migori","African Leafy Vegetables","Pumpkin Leaves",97,452,"9900162"
2016,"Nyamira","African Leafy Vegetables","Pumpkin Leaves",36,353,"4642750"
2016,"Siaya","African Leafy Vegetables","Pumpkin Leaves",30,360,"8400000"
2016,"Meru","African Leafy Vegetables","Pumpkin Leaves",46,229,"6044000"
2016,"Homabay","African Leafy Vegetables","Pumpkin Leaves",27,140,"4200000"
2016,"Machakos","African Leafy Vegetables","Pumpkin Leaves",33,93,"3181200"
2016,"Embu","African Leafy Vegetables","Pumpkin Leaves",34,286,"3160000"
2016,"Nairobi","African Leafy Vegetables","Pumpkin Leaves",22,220,"3300000"
2016,"Kirinyaga","African Leafy Vegetables","Pumpkin Leaves",3,18,"393000"
2016,"Kiambu","African Leafy Vegetables","Pumpkin Leaves",5,100,"3000000"
2016,"Busia","African Leafy Vegetables","Pumpkin Leaves",30,107,"2665000"
2016,"Elgeyo Marakwet","African Leafy Vegetables","Pumpkin Leaves",24,98,"2735000"
2016,"Vihiga","African Leafy Vegetables","Pumpkin Leaves",23,94,"2060000"
2016,"Nandi","African Leafy Vegetables","Pumpkin Leaves",11,57,"1485000"
2016,"Baringo","African Leafy Vegetables","Pumpkin Leaves",4,17,"52500"
2016,"West Pokot","African Leafy Vegetables","Pumpkin Leaves",5,66,"1420000"
2016,"Nakuru","African Leafy Vegetables","Pumpkin Leaves",9,60,"1037000"
2016,"Kwale","African Leafy Vegetables","Pumpkin Leaves",14,69,"1445000"
2016,"Others","African Leafy Vegetables","Pumpkin Leaves",26,93,"2553000"
2016,"Elgeyo Marakwet","Fruits","Purple Passion Fruits",438,4809,"205760000"
2016,"Uasin Gishu","Fruits","Purple Passion Fruits",82,1023,"72980000"
2016,"Kirinyaga","Fruits","Purple Passion Fruits",70,943,"46890000"
2016,"Embu","Fruits","Purple Passion Fruits",47,752,"41400000"
2016,"Baringo","Fruits","Purple Passion Fruits",33,307,"15235000"
2016,"Kiambu","Fruits","Purple Passion Fruits",51,548,"32964000"
2016,"Meru","Fruits","Purple Passion Fruits",87,540,"25050000"
2016,"Kitui","Fruits","Purple Passion Fruits",12,44,"2200000"
2016,"Machakos","Fruits","Purple Passion Fruits",112,607,"41766000"
2016,"Narok","Fruits","Purple Passion Fruits",84,870,"38880005"
2016,"Bomet","Fruits","Purple Passion Fruits",114,1790,"107400000"
2016,"Nyamira","Fruits","Purple Passion Fruits",59,323,"21737000"
2016,"Trans Nzoia","Fruits","Purple Passion Fruits",43,442,"26890000"
2016,"Kericho","Fruits","Purple Passion Fruits",30,500,"27927500"
2016,"Siaya","Fruits","Purple Passion Fruits",34,143,"9572800"
2016,"Others","Fruits","Purple Passion Fruits",857,8392,"342090041"
2016,"Homabay","Aromatic Plants","Rosemary",119,747,"22396500"
2016,"Narok","Aromatic Plants","Rosemary",30,670,"20100000"
2016,"Kajiado","Aromatic Plants","Rosemary",122,1605,"8045740"
2016,"Nairobi","Aromatic Plants","Rosemary",0,3,"2400000"
2016,"Kiambu","Aromatic Plants","Rosemary",13,44,"2892000"
2016,"Kakamega","Aromatic Plants","Rosemary",1,11,"305000"
2016,"West Pokot","Aromatic Plants","Rosemary",5,85,"174000"
2016,"Trans Nzoia","Aromatic Plants","Rosemary",4,18,"900000"
2016,"Embu","Aromatic Plants","Rosemary",6,42,"1365000"
2016,"Bomet","Aromatic Plants","Rosemary",2,12,"355000"
2016,"Nakuru","Aromatic Plants","Rosemary",29,117,"3070000"
2016,"Kisii","Aromatic Plants","Rosemary",0,4,"160000"
2016,"Nyeri","Aromatic Plants","Rosemary",0,1,"155000"
2016,"Vihiga","Aromatic Plants","Rosemary",2,2,"80000"
2016,"Meru","Exotic Vegetables","Runner Beans",650,4654,"365400000"
2016,"Nakuru","Exotic Vegetables","Runner Beans",30,240,"19200000"
2016,"Bomet","Exotic Vegetables","Runner Beans",60,316,"13787200"
2016,"Vihiga","Exotic Vegetables","Runner Beans",12,37,"1500000"
2016,"Elgeyo Marakwet","Exotic Vegetables","Runner Beans",2,9,"645000"
2016,"Uasin Gishu","Exotic Vegetables","Runner Beans",1,4,"160000"
2016,"Machakos","Exotic Vegetables","Runner Beans",2,11,"40000"
2016,"Nairobi","Exotic Vegetables","Runner Beans",0,2,"53800"
2016,"Nyeri","Exotic Vegetables","Snap Peas",227,1787,"89397300"
2016,"Nakuru","Exotic Vegetables","Snap Peas",58,310,"15900000"
2016,"Narok","Exotic Vegetables","Snap Peas",30,160,"10000000"
2016,"Laikipia","Exotic Vegetables","Snap Peas",20,170,"9800000"
2016,"Nyandarua","Exotic Vegetables","Snap Peas",24,115,"6000000"
2016,"Meru","Exotic Vegetables","Snap Peas",8,58,"3840000"
2016,"Elgeyo Marakwet","Exotic Vegetables","Snap Peas",11,65,"3000000"
2016,"Trans Nzoia","Exotic Vegetables","Snap Peas",6,40,"1700000"
2016,"Murang'a","Exotic Vegetables","Snap Peas",1,3,"160000"
2016,"Meru","Exotic Vegetables","Snow Peas",1377,7478,"457840000"
2016,"Nyeri","Exotic Vegetables","Snow Peas",280,2044,"122525000"
2016,"Nyandarua","Exotic Vegetables","Snow Peas",100,600,"30000000"
2016,"Laikipia","Exotic Vegetables","Snow Peas",30,516,"40474000"
2016,"Trans Nzoia","Exotic Vegetables","Snow Peas",50,206,"11760000"
2016,"Narok","Exotic Vegetables","Snow Peas",55,275,"16500000"
2016,"Taita Taveta","Exotic Vegetables","Snow Peas",14,252,"11200000"
2016,"Kiambu","Exotic Vegetables","Snow Peas",13,120,"7970000"
2016,"Nakuru","Exotic Vegetables","Snow Peas",10,98,"6268000"
2016,"Kajiado","Exotic Vegetables","Snow Peas",3,25,"1450000"
2016,"Murang'a","Exotic Vegetables","Snow Peas",4,9,"620000"
2016,"Bungoma","Exotic Vegetables","Snow Peas",3,50,"3000000"
2016,"Makueni","Exotic Vegetables","Snow Peas",2,42,"700000"
2016,"Elgeyo Marakwet","Exotic Vegetables","Snow Peas",10,70,"600000"
2016,"Kisii","African Leafy Vegetables","Spider Plants (Sagaa)",218,1638,"95100000"
2016,"Nyamira","African Leafy Vegetables","Spider Plants (Sagaa)",492,2493,"108610000"
2016,"Homabay","African Leafy Vegetables","Spider Plants (Sagaa)",762,2276,"75901667"
2016,"Bungoma","African Leafy Vegetables","Spider Plants (Sagaa)",155,1228,"29289000"
2016,"Kisumu","African Leafy Vegetables","Spider Plants (Sagaa)",192,1878,"63762925"
2016,"Migori","African Leafy Vegetables","Spider Plants (Sagaa)",262,1539,"64790118"
2016,"Kiambu","African Leafy Vegetables","Spider Plants (Sagaa)",101,898,"30705000"
2016,"Kakamega","African Leafy Vegetables","Spider Plants (Sagaa)",136,506,"17180000"
2016,"Bomet","African Leafy Vegetables","Spider Plants (Sagaa)",18,145,"6200000"
2016,"Busia","African Leafy Vegetables","Spider Plants (Sagaa)",97,408,"19500000"
2016,"Siaya","African Leafy Vegetables","Spider Plants (Sagaa)",75,309,"11155000"
2016,"Kericho","African Leafy Vegetables","Spider Plants (Sagaa)",41,244,"12150000"
2016,"Nandi","African Leafy Vegetables","Spider Plants (Sagaa)",49,282,"9762395"
2016,"Vihiga","African Leafy Vegetables","Spider Plants (Sagaa)",22,99,"5315000"
2016,"Baringo","African Leafy Vegetables","Spider Plants (Sagaa)",34,173,"4959000"
2016,"Uasin Gishu","African Leafy Vegetables","Spider Plants (Sagaa)",25,111,"3167500"
2016,"Others","African Leafy Vegetables","Spider Plants (Sagaa)",177,903,"21851594"
2016,"Narok","Exotic Vegetables","Spinach",907,7289,"78553644"
2016,"Kiambu","Exotic Vegetables","Spinach",794,17738,"268808000"
2016,"Nakuru","Exotic Vegetables","Spinach",695,11118,"160154759"
2016,"Machakos","Exotic Vegetables","Spinach",176,862,"31977800"
2016,"Meru","Exotic Vegetables","Spinach",177,3328,"67775012"
2016,"Kajiado","Exotic Vegetables","Spinach",285,3667,"27090000"
2016,"Nyeri","Exotic Vegetables","Spinach",214,2805,"35176100"
2016,"Nyandarua","Exotic Vegetables","Spinach",751,9302,"86051020"
2016,"Embu","Exotic Vegetables","Spinach",60,2100,"52500000"
2016,"Trans Nzoia","Exotic Vegetables","Spinach",51,432,"5680000"
2016,"Taita Taveta","Exotic Vegetables","Spinach",102,3021,"71775000"
2016,"Makueni","Exotic Vegetables","Spinach",46,410,"20017920"
2016,"Kisumu","Exotic Vegetables","Spinach",55,2228,"33725000"
2016,"Murang'a","Exotic Vegetables","Spinach",193,2149,"39938650"
2016,"Kitui","Exotic Vegetables","Spinach",44,945,"18300000"
2016,"Elgeyo Marakwet","Exotic Vegetables","Spinach",108,1355,"28099899"
2016,"Kirinyaga","Exotic Vegetables","Spinach",84,725,"14175000"
2016,"Others","Exotic Vegetables","Spinach",4741,59474,"839595770"
2016,"Nakuru","Aromatic Plants","Spring Onions",260,3160,"73036000"
2016,"Narok","Aromatic Plants","Spring Onions",179,1960,"36000004"
2016,"Elgeyo Marakwet","Aromatic Plants","Spring Onions",164,1780,"62622500"
2016,"Bungoma","Aromatic Plants","Spring Onions",22,170,"4010400"
2016,"Meru","Aromatic Plants","Spring Onions",28,821,"25332500"
2016,"Homabay","Aromatic Plants","Spring Onions",185,1173,"37705000"
2016,"Nyamira","Aromatic Plants","Spring Onions",94,911,"12220000"
2016,"Kisii","Aromatic Plants","Spring Onions",176,1944,"57776003"
2016,"Nandi","Aromatic Plants","Spring Onions",114,1029,"24522384"
2016,"Nyandarua","Aromatic Plants","Spring Onions",22,330,"6885000"
2016,"Kiambu","Aromatic Plants","Spring Onions",73,291,"11312000"
2016,"Kirinyaga","Aromatic Plants","Spring Onions",14,270,"10500000"
2016,"Embu","Aromatic Plants","Spring Onions",34,420,"9600000"
2016,"Vihiga","Aromatic Plants","Spring Onions",33,213,"11540000"
2016,"Kericho","Aromatic Plants","Spring Onions",35,314,"8703000"
2016,"Migori","Aromatic Plants","Spring Onions",49,348,"14392000"
2016,"Baringo","Aromatic Plants","Spring Onions",28,156,"3012857"
2016,"Others","Aromatic Plants","Spring Onions",339,2293,"45409034"
2016,"Kiambu","Fruits","Strawberries",22,385,"60820000"
2016,"Nakuru","Fruits","Strawberries",5,25,"2050000"
2016,"Murang'a","Fruits","Strawberries",2,12,"1400000"
2016,"Embu","Fruits","Strawberries",2,12,"1500000"
2016,"Narok","Fruits","Strawberries",2,9,"970000"
2016,"Nyeri","Fruits","Strawberries",2,3,"216800"
2016,"Nairobi","Fruits","Strawberries",0,1,"54000"
2016,"Uasin Gishu","Fruits","Strawberries",0,1,"90000"
2016,"Kwale","Fruits","Tangerines",378,5225,"110250000"
2016,"Makueni","Fruits","Tangerines",123,627,"19161000"
2016,"Kilifi","Fruits","Tangerines",264,1393,"14371860"
2016,"Elgeyo Marakwet","Fruits","Tangerines",22,159,"3192500"
2016,"Embu","Fruits","Tangerines",13,250,"2700000"
2016,"Taita Taveta","Fruits","Tangerines",16,107,"2179000"
2016,"Meru","Fruits","Tangerines",27,90,"2014000"
2016,"Mombasa","Fruits","Tangerines",10,60,"1500000"
2016,"Kiambu","Fruits","Tangerines",2,35,"960000"
2016,"Bungoma","Fruits","Tangerines",2,20,"800000"
2016,"Machakos","Fruits","Tangerines",9,45,"800000"
2016,"Kajiado","Fruits","Tangerines",7,9,"320000"
2016,"Others","Fruits","Tangerines",19,67,"1889280"
2016,"Kajiado","Exotic Vegetables","Tomatoes",1452,32789,"1612592000"
2016,"Narok","Exotic Vegetables","Tomatoes",1561,20744,"596402394"
2016,"Kirinyaga","Exotic Vegetables","Tomatoes",3128,54185,"2323140000"
2016,"Machakos","Exotic Vegetables","Tomatoes",689,12765,"380772000"
2016,"Makueni","Exotic Vegetables","Tomatoes",101,1954,"90920000"
2016,"Trans Nzoia","Exotic Vegetables","Tomatoes",733,16660,"638237500"
2016,"Kisii","Exotic Vegetables","Tomatoes",1069,17648,"485941190"
2016,"Meru","Exotic Vegetables","Tomatoes",1050,9951,"322565018"
2016,"Kisumu","Exotic Vegetables","Tomatoes",646,8545,"397342500"
2016,"Bungoma","Exotic Vegetables","Tomatoes",811,21305,"951330000"
2016,"Siaya","Exotic Vegetables","Tomatoes",584,7825,"263970000"
2016,"Murang'a","Exotic Vegetables","Tomatoes",510,8378,"187803500"
2016,"Nakuru","Exotic Vegetables","Tomatoes",810,16432,"491990000"
2016,"Laikipia","Exotic Vegetables","Tomatoes",583,14070,"986420000"
2016,"Kwale","Exotic Vegetables","Tomatoes",368,4830,"156750000"
2016,"Kiambu","Exotic Vegetables","Tomatoes",965,9132,"327305000"
2016,"Homabay","Exotic Vegetables","Tomatoes",669,8249,"393580000"
2016,"Migori","Exotic Vegetables","Tomatoes",1080,6805,"326055290"
2016,"Others","Exotic Vegetables","Tomatoes",7302,68760,"2754045919"
2016,"Kiambu","Fruits","Tree Tomatoes",189,2765,"139767000"
2016,"Narok","Fruits","Tree Tomatoes",83,1065,"77100000"
2016,"Kirinyaga","Fruits","Tree Tomatoes",18,310,"22250000"
2016,"Nakuru","Fruits","Tree Tomatoes",75,639,"30790000"
2016,"Nyandarua","Fruits","Tree Tomatoes",74,558,"28775000"
2016,"Laikipia","Fruits","Tree Tomatoes",33,374,"18288000"
2016,"Meru","Fruits","Tree Tomatoes",20,334,"12681000"
2016,"Elgeyo Marakwet","Fruits","Tree Tomatoes",53,402,"8050000"
2016,"Tharaka Nithi","Fruits","Tree Tomatoes",12,158,"10190000"
2016,"Nyeri","Fruits","Tree Tomatoes",42,250,"16265000"
2016,"Bomet","Fruits","Tree Tomatoes",8,160,"6400000"
2016,"Murang'a","Fruits","Tree Tomatoes",38,157,"8649500"
2016,"Baringo","Fruits","Tree Tomatoes",53,240,"6986000"
2016,"Makueni","Fruits","Tree Tomatoes",NA,NA,NA
2016,"Nandi","Fruits","Tree Tomatoes",3,58,"3368000"
2016,"Others","Fruits","Tree Tomatoes",164,687,"23110875"
2016,"Nairobi","Fruits","White Sapote",1,10,"4000000"
2016,"Narok","Fruits","White Sapote",13,41,"1590000"
2016,"Meru","Fruits","White Sapote",2,5,"220000"
2016,"Kakamega","Fruits","White Sapote",4,26,"884000"
2016,"Kitui","Fruits","White Sapote",8,24,"720000"
2016,"Bungoma","Fruits","White Sapote",2,6,"120000"
2016,"Trans Nzoia","Fruits","White Sapote",3,28,"500000"
2016,"Elgeyo Marakwet","Fruits","White Sapote",5,18,"899554"
2016,"Nandi","Fruits","White Sapote",2,20,"200000"
2016,"Nakuru","Fruits","White Sapote",2,10,"100000"
2016,"Uasin Gishu","Fruits","White Sapote",0,1,"20000"
2016,"Laikipia","Fruits","White Sapote",1,2,"31000"
2016,"Embu","Fruits","White Sapote",2,2,"20000"
2016,"Vihiga","Fruits","White Sapote",2,1,"16000"
2016,"Kwale","Fruits","Yellow Passion Fruits",63,706,"21680000"
2016,"Meru","Fruits","Yellow Passion Fruits",102,848,"41755000"
2016,"Bungoma","Fruits","Yellow Passion Fruits",50,450,"14500000"
2016,"Embu","Fruits","Yellow Passion Fruits",31,247,"10770000"
2016,"Kilifi","Fruits","Yellow Passion Fruits",27,163,"4890000"
2016,"Kitui","Fruits","Yellow Passion Fruits",12,44,"1300000"
2016,"Migori","Fruits","Yellow Passion Fruits",205,920,"19134000"
2016,"Busia","Fruits","Yellow Passion Fruits",21,239,"6147166"
2016,"Taita Taveta","Fruits","Yellow Passion Fruits",35,146,"3474170"
2016,"Kisumu","Fruits","Yellow Passion Fruits",51,94,"3803159"
2016,"Siaya","Fruits","Yellow Passion Fruits",4,18,"400000"
2016,"Kisii","Fruits","Yellow Passion Fruits",39,457,"16610000"
2016,"Tharaka Nithi","Fruits","Yellow Passion Fruits",15,60,"2600000"
2016,"Vihiga","Fruits","Yellow Passion Fruits",4,22,"1150000"
2016,"Kakamega","Fruits","Yellow Passion Fruits",16,52,"3040000"
2016,"Others","Fruits","Yellow Passion Fruits",77,738,"25351000"
2016,"Kilifi","Nuts and Oil Crops","Cashew nuts",13535,6585,"206649443"
2016,"Kwale","Nuts and Oil Crops","Cashew nuts",7.61,4698,"187920000"
2016,"Lamu","Nuts and Oil Crops","Cashew nuts",NA,NA,NA
2016,"Taita Taveta","Nuts and Oil Crops","Cashew nuts",NA,NA,NA
2016,"Tana River","Nuts and Oil Crops","Cashew nuts",133,75,"2850000"
2016,"Tharaka Nithi","Nuts and Oil Crops","Cashew nuts",5,46,"1380000"
2016,"Busia","Nuts and Oil Crops","Coconut",11,2,"30000"
2016,"Kilifi","Nuts and Oil Crops","Coconut",27217,54313,"814692000"
2016,"Kwale","Nuts and Oil Crops","Coconut",14361,30821,"462318000"
2016,"Lamu","Nuts and Oil Crops","Coconut",5215,5444,"108880000"
2016,"Mombasa","Nuts and Oil Crops","Coconut",102,153,"2295000"
2016,"Siaya","Nuts and Oil Crops","Coconut",10,40,"600000"
2016,"Taita Taveta","Nuts and Oil Crops","Coconut",96,474,"7110000"
2016,"Tana River","Nuts and Oil Crops","Coconut",389,389,"5835000"
2016,"Baringo","Nuts and Oil Crops","Ground Nuts",531,655,"69090009"
2016,"Bungoma","Nuts and Oil Crops","Ground Nuts",606,843,"81509600"
2016,"Busia","Nuts and Oil Crops","Ground Nuts",1093,1078,"227220633"
2016,"Elgeyo Marakwet","Nuts and Oil Crops","Ground Nuts",110,273,"27339300"
